,area,franchise,small_area,closed,period_month,univ_count,univ_area,univ_pop
86,132.0,0,0,1,12,0.0,0.0,0.0
87,23.7,0,1,1,12,0.0,0.0,0.0
88,24.0,0,1,1,15,1.0,33500.0,6622.0
89,64.75,0,0,1,1,0.0,0.0,0.0
90,58.0,0,0,1,0,1.0,4108394.0,15816.0
91,15.54,0,1,1,0,0.0,0.0,0.0
92,73.67,0,0,1,0,0.0,0.0,0.0
93,43.9,0,0,1,14,0.0,0.0,0.0
94,17.36,0,1,1,13,0.0,0.0,0.0
95,16.0,0,1,1,9,0.0,0.0,0.0
96,40.34,0,0,1,17,0.0,0.0,0.0
97,54.5,0,0,1,9,0.0,0.0,0.0
98,27.0,0,1,1,28,0.0,0.0,0.0
99,34.69,0,0,1,2,1.0,4108394.0,15816.0
100,26.52,0,1,1,15,0.0,0.0,0.0
101,56.93,0,0,1,8,0.0,0.0,0.0
102,47.95,0,0,1,14,0.0,0.0,0.0
103,50.68,0,0,1,14,0.0,0.0,0.0
104,29.77,0,1,1,9,1.0,4108394.0,15816.0
105,18.0,0,1,1,10,0.0,0.0,0.0
106,71.13,0,0,1,8,0.0,0.0,0.0
107,55.0,0,0,1,2,0.0,0.0,0.0
108,55.0,0,0,1,10,0.0,0.0,0.0
109,13.55,0,1,1,7,0.0,0.0,0.0
110,77.84,0,0,1,0,1.0,112653.0,12365.0
111,118.42,0,0,1,7,0.0,0.0,0.0
112,54.43,0,0,1,8,1.0,86673.0,903.0
113,95.0,0,0,1,1,0.0,0.0,0.0
114,267.29,0,0,1,23,0.0,0.0,0.0
115,91.18,0,0,1,17,0.0,0.0,0.0
116,142.12,0,0,1,16,0.0,0.0,0.0
117,23.56,0,1,1,2,0.0,0.0,0.0
118,29.0,0,1,1,26,0.0,0.0,0.0
119,35.04,0,0,1,18,1.0,111902.0,2410.0
120,13.0,0,1,1,3,0.0,0.0,0.0
121,16.5,0,1,1,18,0.0,0.0,0.0
122,17.0,0,1,1,18,1.0,82662.0,1444.0
123,105.07,0,0,1,14,0.0,0.0,0.0
124,90.6,0,0,1,35,0.0,0.0,0.0
125,10.14,0,1,1,7,1.0,111902.0,2410.0
126,47.4,0,0,1,14,1.0,86673.0,903.0
127,18.0,0,1,1,28,0.0,0.0,0.0
128,17.26,0,1,1,10,0.0,0.0,0.0
129,21.6,0,1,1,10,0.0,0.0,0.0
130,42.55,0,0,1,25,0.0,0.0,0.0
131,10.59,0,1,1,22,1.0,82662.0,1444.0
132,28.68,0,1,1,16,0.0,0.0,0.0
133,36.3,0,0,1,28,1.0,29399.0,5939.0
134,16.5,0,1,1,7,0.0,0.0,0.0
135,20.0,0,1,1,18,3.0,1049479.0,22578.0
136,15.0,0,1,1,23,0.0,0.0,0.0
137,12.0,0,1,1,18,0.0,0.0,0.0
138,49.0,0,0,1,24,0.0,0.0,0.0
139,45.96,0,0,1,19,0.0,0.0,0.0
140,186.14,0,0,1,2,0.0,0.0,0.0
141,30.0,0,1,1,18,1.0,455943.0,15688.0
142,45.43,0,0,1,29,1.0,82662.0,1444.0
143,19.05,0,1,1,3,0.0,0.0,0.0
144,12.07,0,1,1,3,0.0,0.0,0.0
145,36.6,0,0,1,1,0.0,0.0,0.0
146,67.17,0,0,1,17,1.0,434004.0,8697.0
147,22.94,0,1,1,20,0.0,0.0,0.0
148,32.0,0,0,1,29,0.0,0.0,0.0
149,2.5,0,1,1,17,0.0,0.0,0.0
150,16.0,0,1,1,27,0.0,0.0,0.0
151,20.0,0,1,1,27,0.0,0.0,0.0
152,31.4,0,0,1,18,2.0,99436.0,2141.0
153,120.8,0,0,1,21,0.0,0.0,0.0
154,20.0,0,1,1,2,0.0,0.0,0.0
155,30.0,0,1,1,17,0.0,0.0,0.0
156,25.69,0,1,1,23,0.0,0.0,0.0
157,5.67,0,1,1,24,0.0,0.0,0.0
158,98.57,0,0,1,15,0.0,0.0,0.0
159,39.19,0,0,1,17,3.0,1049479.0,22578.0
160,37.57,0,0,1,25,0.0,0.0,0.0
161,88.0,0,0,1,20,0.0,0.0,0.0
162,79.2,0,0,1,61,1.0,434004.0,8697.0
163,50.0,0,0,1,18,0.0,0.0,0.0
164,25.9,0,1,1,27,1.0,18899.0,623.0
165,24.0,0,1,1,23,1.0,48726.0,6942.0
166,82.18,0,0,1,32,0.0,0.0,0.0
167,49.51,0,0,1,13,0.0,0.0,0.0
168,30.96,0,0,1,15,1.0,74694.0,1374.0
169,24.2,0,1,1,14,1.0,7940.0,413.0
170,39.8,0,0,1,24,0.0,0.0,0.0
171,25.0,0,1,1,35,2.0,99436.0,2141.0
172,24.97,0,1,1,12,0.0,0.0,0.0
173,59.53,0,0,1,18,0.0,0.0,0.0
174,18.0,0,1,1,25,0.0,0.0,0.0
175,60.12,0,0,1,74,0.0,0.0,0.0
176,11.2,0,1,1,24,0.0,0.0,0.0
177,9.42,0,1,1,12,1.0,133951.0,14411.0
178,33.0,0,0,1,23,0.0,0.0,0.0
179,20.0,0,1,1,12,1.0,170742.0,5385.0
180,16.69,0,1,1,82,0.0,0.0,0.0
181,189.49,0,0,1,2,1.0,18619.0,1014.0
182,18.81,0,1,1,7,1.0,18619.0,1014.0
183,30.0,0,1,1,5,1.0,29399.0,5939.0
184,21.42,0,1,1,17,0.0,0.0,0.0
185,37.35,0,0,1,2,0.0,0.0,0.0
186,20.0,0,1,1,23,0.0,0.0,0.0
187,54.38,0,0,1,5,0.0,0.0,0.0
188,33.0,0,0,1,0,0.0,0.0,0.0
189,29.61,0,1,1,26,0.0,0.0,0.0
190,78.3,0,0,1,11,2.0,99436.0,2141.0
191,23.0,0,1,1,24,1.0,455943.0,15688.0
192,13.4,0,1,1,35,1.0,4534.0,851.0
193,49.59,0,0,1,21,1.0,4108394.0,15816.0
194,32.8,0,0,1,10,0.0,0.0,0.0
195,11.0,0,1,1,34,0.0,0.0,0.0
196,18.69,0,1,1,12,0.0,0.0,0.0
197,18.0,0,1,1,11,0.0,0.0,0.0
198,38.38,0,0,1,13,0.0,0.0,0.0
199,39.28,0,0,1,17,0.0,0.0,0.0
200,60.0,0,0,1,12,0.0,0.0,0.0
201,56.76,0,0,1,11,0.0,0.0,0.0
202,20.53,0,1,1,10,0.0,0.0,0.0
203,5.0,0,1,1,0,0.0,0.0,0.0
204,42.8,0,0,1,17,0.0,0.0,0.0
205,60.0,0,0,1,24,0.0,0.0,0.0
206,29.34,0,1,1,26,0.0,0.0,0.0
207,23.49,0,1,1,7,0.0,0.0,0.0
208,74.62,0,0,1,34,2.0,99436.0,2141.0
209,39.59,0,0,1,26,0.0,0.0,0.0
210,21.12,0,1,1,21,2.0,99436.0,2141.0
211,18.0,0,1,1,12,1.0,18619.0,1014.0
212,9.58,0,1,1,9,0.0,0.0,0.0
213,80.0,0,0,1,31,0.0,0.0,0.0
214,17.6,0,1,1,28,0.0,0.0,0.0
215,33.0,0,0,1,23,0.0,0.0,0.0
216,23.0,0,1,1,26,0.0,0.0,0.0
217,5.1,0,1,1,24,0.0,0.0,0.0
218,20.3,0,1,1,29,0.0,0.0,0.0
219,15.0,0,1,1,10,0.0,0.0,0.0
220,70.0,0,0,1,31,0.0,0.0,0.0
221,69.02,0,0,1,31,0.0,0.0,0.0
222,22.41,0,1,1,23,0.0,0.0,0.0
223,9.0,0,1,1,13,0.0,0.0,0.0
224,26.44,0,1,1,19,0.0,0.0,0.0
225,189.75,0,0,1,0,1.0,86673.0,903.0
226,36.3,0,0,1,23,0.0,0.0,0.0
227,14.84,0,1,1,22,0.0,0.0,0.0
228,29.7,0,1,1,21,1.0,4108394.0,15816.0
229,47.88,0,0,1,8,0.0,0.0,0.0
230,15.9,0,1,1,6,0.0,0.0,0.0
231,75.9,0,0,1,14,0.0,0.0,0.0
232,14.5,0,1,1,25,0.0,0.0,0.0
233,42.4,0,0,1,24,0.0,0.0,0.0
234,28.6,0,1,1,4,0.0,0.0,0.0
235,33.0,0,0,1,10,0.0,0.0,0.0
236,13.44,0,1,1,3,0.0,0.0,0.0
237,33.0,0,0,1,15,0.0,0.0,0.0
238,49.0,0,0,1,10,0.0,0.0,0.0
239,8.97,0,1,1,34,2.0,152321.0,14335.0
240,21.48,0,1,1,25,0.0,0.0,0.0
241,50.74,0,0,1,33,0.0,0.0,0.0
242,37.11,0,0,1,2,0.0,0.0,0.0
243,40.38,0,0,1,17,0.0,0.0,0.0
244,62.72,0,0,1,0,0.0,0.0,0.0
245,110.0,0,0,1,10,0.0,0.0,0.0
246,25.0,0,1,1,22,1.0,86673.0,903.0
247,34.28,0,0,1,22,0.0,0.0,0.0
248,19.5,0,1,1,18,0.0,0.0,0.0
249,25.0,0,1,1,34,0.0,0.0,0.0
250,20.0,0,1,1,2,0.0,0.0,0.0
251,89.79,0,0,1,28,0.0,0.0,0.0
252,33.0,0,0,1,24,0.0,0.0,0.0
253,40.96,0,0,1,24,0.0,0.0,0.0
254,20.0,0,1,1,26,2.0,245351.0,21459.0
255,15.03,0,1,1,33,0.0,0.0,0.0
256,16.97,0,1,1,0,0.0,0.0,0.0
257,87.11,0,0,1,33,0.0,0.0,0.0
258,25.41,0,1,1,34,2.0,99436.0,2141.0
259,13.22,0,1,1,24,1.0,82662.0,1444.0
260,33.0,0,0,1,12,0.0,0.0,0.0
261,24.0,0,1,1,11,0.0,0.0,0.0
262,17.34,0,1,1,29,0.0,0.0,0.0
263,57.91,0,0,1,15,0.0,0.0,0.0
264,38.41,0,0,1,35,0.0,0.0,0.0
265,10.0,0,1,1,13,0.0,0.0,0.0
266,19.8,0,1,1,15,1.0,33500.0,6622.0
267,30.51,0,0,1,0,0.0,0.0,0.0
268,26.4,0,1,1,33,0.0,0.0,0.0
269,99.74,0,0,1,2,0.0,0.0,0.0
270,20.0,0,1,1,3,1.0,33500.0,6622.0
271,70.0,0,0,1,19,0.0,0.0,0.0
272,11.22,0,1,1,11,0.0,0.0,0.0
273,13.0,0,1,1,21,0.0,0.0,0.0
274,33.56,0,0,1,26,0.0,0.0,0.0
275,50.0,0,0,1,30,0.0,0.0,0.0
276,22.82,0,1,1,14,1.0,455943.0,15688.0
277,3.0,0,1,1,20,3.0,1049479.0,22578.0
278,44.96,0,0,1,9,0.0,0.0,0.0
279,50.82,0,0,1,24,0.0,0.0,0.0
280,23.14,0,1,1,31,0.0,0.0,0.0
281,56.2,0,0,1,31,0.0,0.0,0.0
282,86.09,0,0,1,26,0.0,0.0,0.0
283,19.83,0,1,1,26,0.0,0.0,0.0
284,8.6,0,1,1,21,0.0,0.0,0.0
285,33.0,0,0,1,31,0.0,0.0,0.0
286,66.24,0,0,1,22,0.0,0.0,0.0
287,34.0,0,0,1,0,0.0,0.0,0.0
288,50.0,0,0,1,10,3.0,1049479.0,22578.0
289,13.0,0,1,1,24,0.0,0.0,0.0
290,16.0,0,1,1,23,0.0,0.0,0.0
291,16.5,0,1,1,27,0.0,0.0,0.0
292,44.69,0,0,1,53,0.0,0.0,0.0
293,60.0,0,0,1,3,1.0,74694.0,1374.0
294,16.0,0,1,1,2,1.0,29399.0,5939.0
295,34.15,0,0,1,28,0.0,0.0,0.0
296,10.0,0,1,1,32,0.0,0.0,0.0
297,74.0,0,0,1,20,0.0,0.0,0.0
298,15.0,0,1,1,60,0.0,0.0,0.0
299,8.0,0,1,1,3,0.0,0.0,0.0
300,139.62,0,0,1,20,0.0,0.0,0.0
301,269.46,0,0,1,33,0.0,0.0,0.0
302,21.79,0,1,1,12,1.0,133951.0,14411.0
303,284.04,0,0,1,23,1.0,82662.0,1444.0
304,57.12,0,0,1,60,0.0,0.0,0.0
305,9.9,0,1,1,8,0.0,0.0,0.0
306,23.01,0,1,1,2,3.0,1049479.0,22578.0
307,10.0,0,1,1,0,0.0,0.0,0.0
308,62.98,0,0,1,28,0.0,0.0,0.0
309,33.0,0,0,1,24,0.0,0.0,0.0
310,26.0,0,1,1,49,0.0,0.0,0.0
311,18.0,0,1,1,0,0.0,0.0,0.0
312,80.0,0,0,1,0,0.0,0.0,0.0
313,23.56,0,1,1,29,1.0,55486.0,7674.0
314,54.51,0,0,1,46,0.0,0.0,0.0
315,12.23,0,1,1,18,0.0,0.0,0.0
316,39.67,0,0,1,22,0.0,0.0,0.0
317,6.6,0,1,1,14,0.0,0.0,0.0
318,18.18,0,1,1,25,0.0,0.0,0.0
319,46.11,0,0,1,37,0.0,0.0,0.0
320,6.12,0,1,1,3,0.0,0.0,0.0
321,16.28,0,1,1,25,0.0,0.0,0.0
322,18.48,0,1,1,41,0.0,0.0,0.0
323,18.0,0,1,1,0,0.0,0.0,0.0
324,81.5,0,0,1,36,0.0,0.0,0.0
325,44.85,0,0,1,39,0.0,0.0,0.0
326,46.3,0,0,1,24,0.0,0.0,0.0
327,32.0,0,0,1,40,1.0,120727.0,12414.0
328,39.6,0,0,1,0,0.0,0.0,0.0
329,150.0,0,0,1,2,0.0,0.0,0.0
330,91.76,0,0,1,19,0.0,0.0,0.0
331,29.4,0,1,1,4,0.0,0.0,0.0
332,34.0,0,0,1,18,0.0,0.0,0.0
333,226.8,0,0,1,36,0.0,0.0,0.0
334,69.24,0,0,1,45,0.0,0.0,0.0
335,79.55,0,0,1,25,0.0,0.0,0.0
336,60.21,0,0,1,33,0.0,0.0,0.0
337,29.7,0,1,1,30,0.0,0.0,0.0
338,22.75,0,1,1,29,0.0,0.0,0.0
339,10.0,0,1,1,0,0.0,0.0,0.0
340,83.57,0,0,1,43,0.0,0.0,0.0
341,43.0,0,0,1,36,0.0,0.0,0.0
342,6.0,0,1,1,46,0.0,0.0,0.0
343,31.25,0,0,1,23,0.0,0.0,0.0
344,27.65,0,1,1,24,0.0,0.0,0.0
345,27.52,0,1,1,25,0.0,0.0,0.0
346,37.03,0,0,1,28,0.0,0.0,0.0
347,48.41,0,0,1,22,0.0,0.0,0.0
348,20.2,0,1,1,37,0.0,0.0,0.0
349,86.24,0,0,1,43,1.0,29399.0,5939.0
350,3.3,0,1,1,13,0.0,0.0,0.0
351,14.0,0,1,1,58,0.0,0.0,0.0
352,29.7,0,1,1,14,1.0,24479.0,604.0
353,300.0,0,0,1,0,0.0,0.0,0.0
354,229.6,0,0,1,22,1.0,82662.0,1444.0
355,5.25,0,1,1,24,2.0,245351.0,21459.0
356,75.9,0,0,1,41,0.0,0.0,0.0
357,98.92,0,0,1,58,1.0,82662.0,1444.0
358,19.8,0,1,1,28,0.0,0.0,0.0
359,11.23,0,1,1,48,0.0,0.0,0.0
360,232.0,0,0,1,29,0.0,0.0,0.0
361,18.0,0,1,1,0,0.0,0.0,0.0
362,32.99,0,0,1,10,1.0,55486.0,7674.0
363,24.92,0,1,1,60,0.0,0.0,0.0
364,118.9,0,0,1,6,0.0,0.0,0.0
365,6.0,0,1,1,43,0.0,0.0,0.0
366,50.0,0,0,1,24,0.0,0.0,0.0
367,23.12,0,1,1,19,0.0,0.0,0.0
368,18.0,0,1,1,0,0.0,0.0,0.0
369,49.48,0,0,1,48,0.0,0.0,0.0
370,112.8,0,0,1,33,0.0,0.0,0.0
371,3.3,0,1,1,42,0.0,0.0,0.0
372,19.8,0,1,1,12,0.0,0.0,0.0
373,9.0,0,1,1,0,0.0,0.0,0.0
374,55.29,0,0,1,48,1.0,4108394.0,15816.0
375,81.0,0,0,1,16,0.0,0.0,0.0
376,41.42,0,0,1,28,0.0,0.0,0.0
377,29.97,0,1,1,8,0.0,0.0,0.0
378,7.0,0,1,1,26,0.0,0.0,0.0
379,24.61,0,1,1,54,0.0,0.0,0.0
380,35.0,0,0,1,0,0.0,0.0,0.0
381,103.13,0,0,1,16,0.0,0.0,0.0
382,66.0,0,0,1,0,0.0,0.0,0.0
383,61.57,0,0,1,15,0.0,0.0,0.0
384,127.41,0,0,1,56,0.0,0.0,0.0
385,34.08,0,0,1,16,0.0,0.0,0.0
386,63.63,0,0,1,0,0.0,0.0,0.0
387,18.21,0,1,1,46,0.0,0.0,0.0
388,30.0,0,1,1,1,3.0,1049479.0,22578.0
389,16.03,0,1,1,16,3.0,1049479.0,22578.0
390,63.0,0,0,1,2,0.0,0.0,0.0
391,23.0,0,1,1,31,0.0,0.0,0.0
392,143.1,0,0,1,33,0.0,0.0,0.0
393,13.5,0,1,1,21,0.0,0.0,0.0
394,38.41,0,0,1,15,0.0,0.0,0.0
395,99.0,0,0,1,0,0.0,0.0,0.0
396,26.4,0,1,1,0,0.0,0.0,0.0
397,40.37,0,0,1,29,0.0,0.0,0.0
398,20.25,0,1,1,24,0.0,0.0,0.0
399,61.2,0,0,1,28,0.0,0.0,0.0
400,128.58,0,0,1,49,0.0,0.0,0.0
401,71.42,0,0,1,3,0.0,0.0,0.0
402,89.46,0,0,1,32,0.0,0.0,0.0
403,22.01,0,1,1,7,0.0,0.0,0.0
404,3.3,0,1,1,32,1.0,18619.0,1014.0
405,33.0,0,0,1,7,0.0,0.0,0.0
406,16.4,0,1,1,0,0.0,0.0,0.0
407,201.13,0,0,1,57,0.0,0.0,0.0
408,59.42,0,0,1,29,1.0,68334.0,10348.0
409,228.71,0,0,1,29,0.0,0.0,0.0
410,21.0,0,1,1,29,1.0,4108394.0,15816.0
411,19.8,0,1,1,37,0.0,0.0,0.0
412,27.15,0,1,1,55,0.0,0.0,0.0
413,55.36,0,0,1,38,0.0,0.0,0.0
414,65.0,0,0,1,9,0.0,0.0,0.0
415,63.47,0,0,1,11,1.0,82662.0,1444.0
416,47.68,0,0,1,23,1.0,86673.0,903.0
417,122.0,0,0,1,15,0.0,0.0,0.0
418,30.0,0,1,1,48,0.0,0.0,0.0
419,32.0,0,0,1,44,1.0,33500.0,6622.0
420,52.65,0,0,1,25,1.0,32681.0,1110.0
421,46.3,0,0,1,51,0.0,0.0,0.0
422,24.97,0,1,1,24,0.0,0.0,0.0
423,140.0,0,0,1,25,0.0,0.0,0.0
424,33.3,0,0,1,19,0.0,0.0,0.0
425,48.22,0,0,1,206,0.0,0.0,0.0
426,10.0,0,1,1,44,0.0,0.0,0.0
427,6.6,0,1,1,1,0.0,0.0,0.0
428,99.0,0,0,1,0,0.0,0.0,0.0
429,6.0,0,1,1,0,0.0,0.0,0.0
430,332.03,0,0,1,23,0.0,0.0,0.0
431,9.79,0,1,1,18,1.0,82662.0,1444.0
432,88.24,0,0,1,37,0.0,0.0,0.0
433,72.39,0,0,1,5,0.0,0.0,0.0
434,15.0,0,1,1,53,1.0,4108394.0,15816.0
435,20.0,0,1,1,18,0.0,0.0,0.0
436,162.33,0,0,1,29,0.0,0.0,0.0
437,27.0,0,1,1,0,0.0,0.0,0.0
438,45.0,0,0,1,26,0.0,0.0,0.0
439,51.6,0,0,1,9,1.0,82662.0,1444.0
440,31.63,0,0,1,12,1.0,74694.0,1374.0
441,23.47,0,1,1,36,0.0,0.0,0.0
442,55.65,0,0,1,28,1.0,545068.0,15503.0
443,6.6,0,1,1,46,0.0,0.0,0.0
444,107.25,0,0,1,20,0.0,0.0,0.0
445,82.5,0,0,1,56,1.0,86673.0,903.0
446,73.5,0,0,1,28,1.0,82662.0,1444.0
447,44.5,0,0,1,12,0.0,0.0,0.0
448,18.0,0,1,1,25,0.0,0.0,0.0
449,39.74,0,0,1,21,0.0,0.0,0.0
450,36.3,0,0,1,7,0.0,0.0,0.0
451,54.69,0,0,1,11,0.0,0.0,0.0
452,37.3,0,0,1,19,0.0,0.0,0.0
453,339.53,0,0,1,22,1.0,18619.0,1014.0
454,107.37,0,0,1,55,0.0,0.0,0.0
455,42.25,0,0,1,25,1.0,455943.0,15688.0
456,31.08,0,0,1,11,0.0,0.0,0.0
457,83.81,0,0,1,13,1.0,112653.0,12365.0
458,18.0,0,1,1,1,0.0,0.0,0.0
459,10.0,0,1,1,0,0.0,0.0,0.0
460,16.5,0,1,1,0,0.0,0.0,0.0
461,45.0,0,0,1,0,0.0,0.0,0.0
462,29.7,0,1,1,17,0.0,0.0,0.0
463,27.0,0,1,1,0,0.0,0.0,0.0
464,25.0,0,1,1,41,0.0,0.0,0.0
465,33.06,0,0,1,12,0.0,0.0,0.0
466,288.0,0,0,1,24,0.0,0.0,0.0
467,29.75,0,1,1,41,3.0,1049479.0,22578.0
468,9.9,0,1,1,48,0.0,0.0,0.0
469,6.6,0,1,1,16,0.0,0.0,0.0
470,90.75,0,0,1,0,0.0,0.0,0.0
471,84.97,0,0,1,49,0.0,0.0,0.0
472,51.71,0,0,1,49,0.0,0.0,0.0
473,54.0,0,0,1,0,0.0,0.0,0.0
474,13.39,0,1,1,41,0.0,0.0,0.0
475,12.92,0,1,1,28,0.0,0.0,0.0
476,32.94,0,0,1,25,1.0,74694.0,1374.0
477,27.39,0,1,1,49,0.0,0.0,0.0
478,62.37,0,0,1,32,0.0,0.0,0.0
479,112.3,0,0,1,2,0.0,0.0,0.0
480,34.51,0,0,1,51,0.0,0.0,0.0
481,29.3,0,1,1,45,0.0,0.0,0.0
482,102.5,0,0,1,7,0.0,0.0,0.0
483,56.1,0,0,1,18,0.0,0.0,0.0
484,38.13,0,0,1,21,0.0,0.0,0.0
485,54.08,0,0,1,13,2.0,99436.0,2141.0
486,66.0,0,0,1,49,0.0,0.0,0.0
487,96.98,0,0,1,44,1.0,434004.0,8697.0
488,18.0,0,1,1,0,0.0,0.0,0.0
489,27.17,0,1,1,22,0.0,0.0,0.0
490,45.0,0,0,1,13,0.0,0.0,0.0
491,14.1,0,1,1,40,0.0,0.0,0.0
492,35.0,0,0,1,26,1.0,455943.0,15688.0
493,66.0,0,0,1,10,1.0,133951.0,14411.0
494,16.23,0,1,1,29,0.0,0.0,0.0
495,13.2,0,1,1,7,0.0,0.0,0.0
496,85.5,0,0,1,21,0.0,0.0,0.0
497,23.0,0,1,1,38,1.0,63090.0,616.0
498,62.36,0,0,1,189,0.0,0.0,0.0
499,13.0,0,1,1,6,1.0,434004.0,8697.0
500,86.59,0,0,1,32,0.0,0.0,0.0
501,49.3,0,0,1,30,1.0,112653.0,12365.0
502,30.0,0,1,1,55,0.0,0.0,0.0
503,10.0,0,1,1,58,1.0,208677.0,8100.0
504,34.0,0,0,1,20,0.0,0.0,0.0
505,48.72,0,0,1,49,0.0,0.0,0.0
506,94.89,0,0,1,38,0.0,0.0,0.0
507,25.64,0,1,1,18,1.0,112653.0,12365.0
508,17.0,0,1,1,35,0.0,0.0,0.0
509,32.07,0,0,1,34,0.0,0.0,0.0
510,33.0,0,0,1,23,0.0,0.0,0.0
511,113.84,0,0,1,73,0.0,0.0,0.0
512,30.47,0,0,1,54,0.0,0.0,0.0
513,110.9,0,0,1,48,1.0,208677.0,8100.0
514,20.0,0,1,1,24,0.0,0.0,0.0
515,47.8,0,0,1,65,0.0,0.0,0.0
516,47.28,0,0,1,46,0.0,0.0,0.0
517,9.9,0,1,1,21,0.0,0.0,0.0
518,83.22,0,0,1,4,0.0,0.0,0.0
519,60.56,0,0,1,31,0.0,0.0,0.0
520,44.94,0,0,1,49,0.0,0.0,0.0
521,47.28,0,0,1,25,0.0,0.0,0.0
522,60.45,0,0,1,9,0.0,0.0,0.0
523,32.43,0,0,1,49,0.0,0.0,0.0
524,76.14,0,0,1,17,0.0,0.0,0.0
525,29.4,0,1,1,24,0.0,0.0,0.0
526,75.08,0,0,1,32,0.0,0.0,0.0
